Show_ID,Title,Genre,Release_Year,Rating,Duration,Country,Date_Added,Director,Cast,Language,Production_Type,IMDB_Score,Number_of_Episodes,Tags,User_Engagement,Award_Winning,Budget,Release_Month
s0883,Which board stock,Action,2017,TV-14,120 min,Spain,2018-12-02,Larry Mann,"Emily Rasmussen, Scott Rodriguez, Theodore Harmon",German,Movie,8.2,,"based on true story, family",562181,0,18218237,11
s0884,College they up,Thriller,2008,PG-13,4 Seasons,France,2017-05-08,Misty Martinez,"Jason Williams, Jeffrey Allen, Daniel Mcconnell",Hindi,TV Show,9.2,19,"based on true story, family",272426,0,5735251,6
s0885,Compare tax bar,Thriller,2010,R,4 Seasons,Germany,2016-02-15,Matthew Holmes,"Jeremiah Smith, Douglas Martinez, Heather Durham",Spanish,TV Show,6.6,10,"romance, crime",863698,1,7906474,7
s0886,Any,Crime,2018,R,2 Seasons,Spain,2021-06-19,Taylor Singh,"Edward Benson, Douglas Page, Aaron Castro",Spanish,Movie,8.2,,"based on true story, teen drama",743629,0,19492265,10
s0887,School least science,Action,2012,R,1 Season,Canada,2019-12-14,Calvin Schmidt,"Ryan Baker, Jose Zamora, Spencer Leblanc",French,Movie,7.8,,"dark comedy, crime",744614,0,3739022,10
s0888,Program,Crime,2021,PG-13,3 Seasons,United States,2021-09-19,Darren Rivas,"Jamie Cardenas, Zachary Fleming, Patricia Huang",Spanish,Movie,7.1,,"based on true story, crime",686508,0,7956560,7
s0889,Wife smile,Thriller,2009,TV-MA,4 Seasons,Spain,2022-12-25,Zachary Sloan,"Evan Montes, Samuel Green, Christopher Harris",French,TV Show,5.9,20,"based on true story, family",377647,1,5067851,3
s0890,Yard green,Drama,2023,PG-13,2 Seasons,United Kingdom,2016-05-26,Christopher Bradley,"Michael Nelson, Courtney Stewart, William Schmidt",English,TV Show,4.2,17,"romance, thriller",815919,1,6745260,2
s0891,Guess structure sound,Thriller,2010,R,1 Season,Canada,2017-04-16,Kenneth Conrad,"Patricia Collins, Phyllis Gonzalez, Miss Karen Young PhD",German,Movie,5.4,,"dark comedy, thriller",54215,1,4512523,11
s0892,Three attention,Horror,2002,TV-14,3 Seasons,Germany,2023-08-26,Samantha Stevens,"Ryan Barr, Ashley Molina, Nancy Williams",Hindi,Movie,6.3,,"teen drama, dark comedy",556797,1,8545238,4
s0893,Music entire,Comedy,2017,PG-13,2 Seasons,France,2025-03-03,Madeline Hobbs,"Amanda Serrano, Sean Villegas, Marcia Hill",Korean,TV Show,5.4,7,"action-packed, dark comedy",382934,0,3684108,2
s0894,Art involve radio,Thriller,2008,TV-PG,2 Seasons,France,2023-06-19,Tyler Norton,"Mary Mcgee, Maria West, Elizabeth Watson",French,Movie,6.2,,"based on true story, dark comedy",854549,1,11457459,12
s0895,Answer start or much,Documentary,2010,R,3 Seasons,Germany,2024-05-01,Steven Flynn,"Grant Smith, Megan Chavez, Mary Mcgee",English,TV Show,9.2,6,"family, based on true story",202274,0,15820579,5
s0896,Participant natural,Sci-Fi,2004,R,2 Seasons,United States,2016-10-05,Christina Frazier MD,"Rachel Gardner, Misty Sparks, Walter Johnson",English,TV Show,6.7,2,"based on true story, crime",137863,0,12581931,11
s0897,Side glass,Thriller,2017,TV-MA,3 Seasons,India,2020-12-16,Garrett Ryan,"Bobby Cortez, Jessica Michael, Corey Harding",Spanish,TV Show,5.3,8,"action-packed, teen drama",861188,1,4320014,2
s0898,There director,Documentary,2009,TV-PG,2 Seasons,Germany,2024-04-08,Garrett Ryan,"Cynthia Jones, Mario Williams, Douglas Rocha",English,TV Show,5.6,2,"action-packed, family",791463,0,12641825,7
s0899,Million position ten,Horror,2000,R,3 Seasons,India,2021-06-17,Carl Mathis,"Donald Gutierrez, Steven Atkins, Gerald Harvey",Japanese,Movie,4.1,,"dark comedy, family",732804,0,3468548,11
s0900,Again explain,Action,2018,TV-14,2 Seasons,Canada,2015-12-31,William Thomas,"Terry Harvey, Dustin Patterson, Jennifer Hanna",French,Movie,8.8,,"based on true story, dark comedy",451290,1,18796901,4
s0901,Nor world,Sci-Fi,2006,TV-PG,90 min,France,2020-05-28,Judy Francis,"Claire Garcia, Don Ruiz, Michele Logan",English,Movie,6.1,,"dark comedy, thriller",363959,1,10541348,2
s0902,Including mother develop,Sci-Fi,2013,R,120 min,India,2018-11-08,Eric Guerrero,"Cindy Lyons, Sydney Butler, Dawn Peterson",English,TV Show,5.6,17,"sci-fi, action-packed",946544,1,18106145,9
s0903,Citizen compare tell become,Comedy,2022,TV-PG,90 min,India,2024-05-02,Molly Hill,"Gabriel Wiggins, Jessica Krause, Stephanie Ross",French,TV Show,6.6,20,"sci-fi, thriller",617427,1,12043935,7
s0904,Free start item,Crime,2018,TV-PG,3 Seasons,France,2017-05-19,Richard Thornton,"Spencer Leblanc, Rhonda Perez, David Bradley",English,TV Show,4.9,18,"thriller, family",675704,0,5717976,5
s0905,Point land,Comedy,2011,PG-13,2 Seasons,United Kingdom,2021-06-03,Renee Taylor,"Douglas Martinez, Jessica Krause, Kimberly Williams",Hindi,Movie,4.8,,"teen drama, dark comedy",70543,1,7220385,4
s0906,Tonight although,Sci-Fi,2014,PG-13,90 min,United States,2020-07-19,Kristopher Reid,"Michael Flores, April Kane, Kevin Rogers",Hindi,TV Show,6.2,20,"dark comedy, romance",285862,1,2394677,4
s0907,Career behind,Horror,2015,TV-14,3 Seasons,United States,2024-02-20,Thomas Odonnell,"Ashley Foster, Julie Johnson, Evan Haley",Spanish,Movie,5.7,,"dark comedy, sci-fi",787081,0,8903322,6
s0908,Degree number,Documentary,2019,R,90 min,Canada,2016-02-21,Jeremy Gray,"Mrs. Nicole Wolfe, Marcia Thomas MD, Joshua Caldwell",Japanese,TV Show,5.2,5,"family, teen drama",276984,0,5900872,2
s0909,South though treat,Crime,2013,TV-MA,3 Seasons,Spain,2016-05-06,Laura Hensley,"Evan Montes, Michael Wright, Sara Martin",Spanish,TV Show,4.7,16,"romance, teen drama",742236,1,1060867,9
s0910,Parent get,Horror,2011,TV-MA,4 Seasons,Canada,2021-11-30,Matthew Holmes,"Kelsey Jones, Kimberly Williams, Dominique Garcia",Japanese,Movie,8,,"thriller, romance",176402,0,4751186,2
s0911,Country least,Crime,2022,TV-PG,2 Seasons,United States,2016-12-23,Shannon Fuentes,"Miss Miranda Morse, Mr. Dale Baker MD, Jessica Bryant",Japanese,Movie,8.6,,"dark comedy, romance",190647,1,14709109,6
s0912,Most lay,Action,2001,TV-MA,4 Seasons,Spain,2016-05-25,Alicia Holder,"William Mckinney, Grant Smith, Michael Flores",Hindi,TV Show,9.3,10,"sci-fi, based on true story",770523,0,14083212,8
s0913,Perform worry support,Comedy,2022,PG-13,3 Seasons,United States,2020-01-16,Deanna Nunez,"Grant Smith, Brittany Mayo, Stacie Garcia",Spanish,TV Show,5.4,13,"family, action-packed",721656,0,908642,12
s0914,Too and option,Drama,2002,TV-14,2 Seasons,Germany,2022-06-14,Charles Palmer,"Jessica Yates, Phillip Estes, Michael Turner",German,TV Show,7.6,17,"family, based on true story",552569,1,12093228,10
s0915,Skill surface,Horror,2007,R,1 Season,France,2019-01-06,Clayton Morrow,"Travis Baker, Keith Allen, Mr. David Hall",Japanese,Movie,7.8,,"action-packed, romance",832505,0,19887146,9
s0916,Discuss event,Comedy,2020,TV-14,1 Season,Spain,2018-12-05,Amanda Larson,"Briana Lane, Stephen Bradley, David Martinez",Japanese,Movie,8.1,,"teen drama, family",873594,0,5496680,5
s0917,Yeah different common,Drama,2003,PG-13,1 Season,Germany,2020-11-20,William Thomas,"Benjamin Roth, Mrs. Jessica Delgado, Debra Carroll",French,Movie,5.4,,"dark comedy, thriller",974728,0,19288275,2
s0918,Teacher win somebody,Horror,2002,PG-13,2 Seasons,France,2021-08-31,Anthony Oneal,"Nancy Williams, Tiffany Ibarra, Michael Wright",Spanish,Movie,8.1,,"teen drama, romance",36756,0,10137233,9
s0919,Long edge consider,Drama,2004,TV-MA,3 Seasons,United Kingdom,2019-01-27,Brandon Holland,"Rose Mitchell, Sabrina Frank, David Martinez",Hindi,TV Show,8,19,"teen drama, crime",296712,0,8109884,6
s0920,Yes system,Comedy,2008,TV-PG,120 min,Germany,2019-11-20,William Dunn,"Evan Montes, Judy Ward, Taylor Jensen MD",German,TV Show,8.7,11,"romance, family",511496,1,9267671,7
s0921,Factor bill,Action,2005,R,120 min,Germany,2025-03-18,Amber Clark,"Timothy Castillo, Mario Rivera, Kristen Brown",Hindi,Movie,5,,"romance, action-packed",491408,0,16161039,9
s0922,Relate store,Thriller,2015,TV-14,120 min,France,2020-02-08,Kelly Fisher,"Keith Allen, Benjamin Horton DDS, Sarah Casey",German,Movie,4.5,,"action-packed, thriller",177493,1,709385,4
s0923,Watch staff,Action,2000,TV-PG,120 min,India,2023-12-11,Susan Hunt,"Anthony Black, Daniel Castillo, Eric Pineda II",German,TV Show,7.1,2,"romance, thriller",621807,0,18044323,12
s0924,Effect share month,Horror,2005,TV-14,120 min,United States,2019-12-10,Chelsea Johnson,"David Anderson, Heidi Lloyd, Jessica Krause",French,Movie,5.9,,"romance, action-packed",518937,0,19509869,10
s0925,Tend nearly,Crime,2009,TV-MA,90 min,Canada,2020-01-22,Larry Mann,"Patrick Bishop, Sarah Dixon, Rose Mitchell",German,TV Show,5.4,13,"based on true story, romance",258703,0,4966128,2
s0926,Bit value,Sci-Fi,2018,PG-13,4 Seasons,United States,2020-08-21,Casey Hernandez,"Steven Mitchell, Amy Lewis, Anne Olson DVM",Korean,TV Show,5.8,12,"thriller, action-packed",561124,1,1050450,7
s0927,Quickly whatever effort,Sci-Fi,2023,PG-13,90 min,United States,2020-05-02,Heather Cervantes,"Kevin Gonzales, Katherine Bowen, Theodore Harmon",German,Movie,8.6,,"action-packed, romance",119221,1,1317881,3
s0928,Bit loss these,Drama,2000,R,120 min,United Kingdom,2015-08-22,Sara Evans,"Kathy Faulkner, Jacqueline Sanchez, Morgan James",Hindi,TV Show,6.9,3,"thriller, crime",296492,0,10523575,9
s0929,Top might,Crime,2005,TV-MA,2 Seasons,India,2018-12-21,Maurice Ramos,"Jonathan Nelson, Christopher Guzman, Samantha Morrison",French,TV Show,8.5,14,"action-packed, family",926621,0,18530462,8
s0930,Writer degree special,Drama,2016,TV-14,2 Seasons,Canada,2015-04-28,Jesse Kim,"Douglas Martinez, Sean Villegas, Matthew Chavez",Japanese,TV Show,8.9,4,"crime, based on true story",371789,0,8372099,11
s0931,Act history focus,Crime,2014,R,2 Seasons,India,2016-06-21,Tommy Horn,"Bobby Cortez, Steven Atkins, Makayla Oneill",German,Movie,7.4,,"crime, dark comedy",672181,1,2368468,8
s0932,Media tough,Drama,2007,TV-MA,4 Seasons,India,2022-08-08,Brenda Campos,"Timothy Castillo, Sharon Williams, Sarah Dixon",Spanish,Movie,8.8,,"based on true story, action-packed",781153,0,4295403,8
s0933,Door form site,Action,2008,TV-MA,90 min,Spain,2017-10-29,John Gould,"Jessica Bryant, Phyllis Gonzalez, Kayla Munoz",Korean,Movie,4.7,,"teen drama, family",409167,0,11215536,5
s0934,Sport myself,Crime,2003,R,2 Seasons,Spain,2015-11-06,Tracey Walsh,"Jessica Krause, Samuel Roberts, Joseph Hanson DVM",Korean,TV Show,5,12,"dark comedy, sci-fi",291372,1,4931793,3
s0935,End site choose,Drama,2013,R,120 min,United States,2023-12-01,Dustin Ellis,"Sandra Young, Lauren Harrell, Rebecca Martin",Spanish,Movie,9,,"action-packed, crime",443493,0,17444911,12
s0936,Itself campaign,Documentary,2013,R,2 Seasons,Spain,2022-10-31,Wanda Stark,"Jacqueline Sanchez, Rebecca Stout, Nicole Klein",Hindi,Movie,7.2,,"action-packed, family",794435,0,8216687,2
s0937,Whether may here stage,Thriller,2015,TV-14,1 Season,India,2021-10-19,Alicia Holder,"Megan Sullivan, Jesus Wilkerson, Danielle Anderson",Korean,Movie,5.1,,"sci-fi, dark comedy",435124,0,9037276,12
s0938,Hair fill somebody,Comedy,2011,R,2 Seasons,United Kingdom,2019-09-18,Laurie Reid DDS,"Samantha Morrison, Megan Chavez, Dana Moore",English,Movie,7.6,,"teen drama, dark comedy",675862,0,3877213,6
s0939,Face music everything fear,Documentary,2011,R,4 Seasons,France,2017-01-06,Aaron Wright,"Dale Brown, Michael Evans, Daniel Perkins",Hindi,Movie,4,,"teen drama, crime",223168,1,13963609,7
s0940,Single boy fund,Thriller,2012,TV-14,3 Seasons,Canada,2021-06-20,Julia Mejia,"Danny Jackson, Ashley Ramirez, Dawn Gonzalez",German,TV Show,5.1,12,"family, based on true story",853885,1,16142022,2
s0941,Figure less fish,Documentary,2013,TV-MA,3 Seasons,India,2016-03-19,Mandy Hansen,"Gabriel Wiggins, Briana Lane, Candace Price MD",German,Movie,9.4,,"family, sci-fi",282275,0,1427311,7
s0942,Increase pick effort,Documentary,2012,PG-13,4 Seasons,Germany,2024-06-16,Michael Koch,"Hannah Ward, Emily Rasmussen, Matthew Chavez",French,TV Show,6.9,11,"sci-fi, dark comedy",621918,0,8555514,8
s0943,Executive election beyond,Sci-Fi,2022,TV-PG,90 min,Canada,2020-02-22,Christopher Campos,"Brandon Harris, David Gray, Alicia Neal",German,TV Show,8,9,"action-packed, crime",51058,1,11813658,4
s0944,Nor,Thriller,2009,R,1 Season,Spain,2017-02-09,Robert Rodriguez,"Heather Boone, Sandra Russell, Barbara Sanchez",Spanish,Movie,7.8,,"action-packed, sci-fi",873657,0,2350554,1
s0945,Before option,Crime,2013,R,2 Seasons,Spain,2022-11-27,Kyle Henson,"Erin Peters, Brian Taylor, Benjamin Long",Korean,Movie,6.8,,"sci-fi, family",279992,0,15308084,6
s0946,Recently floor,Thriller,2019,TV-14,90 min,India,2022-02-16,Christian Taylor,"Edgar Thomas, William Mckinney, Grant Smith",English,Movie,9.3,,"romance, crime",899738,1,18882486,6
s0947,Throw long,Action,2013,PG-13,2 Seasons,Canada,2016-10-06,Christopher Perkins,"Brianna Robinson, Leslie Graham, Katherine Tyler",German,TV Show,8,3,"romance, thriller",656570,0,5785307,6
s0948,Hard miss,Horror,2011,R,120 min,Spain,2018-10-04,Laurie Reid DDS,"Christine Nelson, Laura Christensen, Paul Cantu",Hindi,Movie,8.2,,"romance, teen drama",381215,1,8228130,7
s0949,Argue unit box,Action,2020,R,3 Seasons,United Kingdom,2018-01-09,Crystal Campbell,"Spencer Leblanc, Katie Santos, Jose Fernandez",Spanish,TV Show,7.4,5,"action-packed, dark comedy",220824,1,8984035,11
s0950,Fish black right,Drama,2008,TV-PG,2 Seasons,Spain,2018-08-22,Matthew Holmes,"Eric Gregory, Elizabeth Watson, Caleb Newton",Korean,TV Show,9.1,15,"sci-fi, romance",28476,0,4411979,5
s0951,Record return feel,Sci-Fi,2008,TV-PG,2 Seasons,Germany,2022-07-07,Dalton Clark,"Dorothy Cunningham, Dominique Garcia, Taylor Jensen MD",German,TV Show,9.1,3,"dark comedy, crime",382473,0,19248654,3
s0952,Term professional pay,Documentary,2003,PG-13,3 Seasons,India,2022-03-16,Aaron Wright,"Danny Jackson, Mrs. Jessica Delgado, Christopher Harris",German,Movie,7.4,,"teen drama, crime",843270,0,13673566,4
s0953,Force become garden place,Crime,2016,TV-14,120 min,United Kingdom,2021-09-07,Anthony Oneal,"Mr. Brett Lewis, Samantha Clark, Stephen Owens",German,Movie,7.4,,"thriller, romance",10351,1,17957923,6
s0954,From ten technology,Crime,2012,TV-14,90 min,France,2018-10-14,Thomas Odonnell,"Jessica Williams, John Yu DDS, Patricia Huang",English,Movie,5,,"teen drama, action-packed",105273,0,5455601,4
s0955,Check Republican really art,Comedy,2018,R,120 min,India,2015-11-18,Sarah Robinson,"Michelle Hodges, Frank Huber, Thomas Hunter",Korean,Movie,7.4,,"sci-fi, romance",617154,1,14183558,10
s0956,Along mother,Crime,2008,R,4 Seasons,India,2019-06-17,Cameron Hamilton,"Mr. Dale Baker MD, Nicole Klein, Danielle Anderson",German,TV Show,5.1,4,"crime, dark comedy",29912,1,8302354,9
s0957,Lawyer wide fill,Crime,2009,R,2 Seasons,Canada,2025-03-14,Larry Smith,"Donald Gutierrez, Mitchell Morrison, Amy Beck",French,Movie,9,,"crime, dark comedy",994203,1,2723436,2
s0958,Perhaps nice,Sci-Fi,2022,TV-MA,2 Seasons,India,2020-10-01,Alicia Holder,"Rebecca Martin, Ruth Edwards, Richard Pacheco",Hindi,TV Show,7.9,1,"dark comedy, sci-fi",574652,1,15590631,4
s0959,Hold Congress,Drama,2004,TV-PG,4 Seasons,Spain,2015-09-30,Sarah Thornton,"Matthew Williams, Robert Hayden, Angela Shields",English,Movie,6.2,,"dark comedy, crime",810207,1,2014105,8
s0960,Term always,Sci-Fi,2022,TV-MA,2 Seasons,India,2019-11-07,Zachary Sloan,"Danielle Mcintyre, Alexandra Murphy, Thomas Ruiz",German,Movie,4.5,,"romance, crime",945481,0,3796690,12
s0961,For,Horror,2002,PG-13,3 Seasons,Germany,2017-04-03,Jeffrey Trevino,"Sara Martin, Darryl Cole, Erin Peters",German,Movie,4.4,,"family, thriller",68397,0,15379862,11
s0962,Start nature,Crime,2004,TV-PG,4 Seasons,France,2022-05-02,Carol Suarez,"Tyler Brooks, Harry Russell, Michele Lawrence",Japanese,Movie,9.4,,"romance, teen drama",907703,0,2324532,2
s0963,Value blue thousand,Action,2007,TV-14,1 Season,Germany,2021-01-05,Glenn Fisher,"Dennis Garcia, Samantha Clark, Christopher Guzman",German,Movie,6.7,,"thriller, teen drama",155404,1,1385193,11
s0964,Whether doctor,Drama,2022,TV-PG,90 min,United Kingdom,2020-07-24,Richard Hill,"Jason Sanchez, Christopher Guzman, Richard Kelly DDS",Japanese,Movie,4.2,,"based on true story, teen drama",81404,1,3119641,8
s0965,Realize serve hope,Horror,2019,TV-14,120 min,United States,2017-03-13,Christopher Campos,"Daniel Donovan, Mr. Eric Finley PhD, Christina Richardson",Korean,TV Show,6.3,19,"crime, teen drama",155594,1,18181178,4
s0966,Summer man walk,Sci-Fi,2006,R,2 Seasons,France,2023-12-11,Chelsea Crosby,"Timothy Matthews, Samantha Smith, Amanda Miller",Hindi,TV Show,9.2,1,"action-packed, thriller",314956,0,19251247,2
s0967,Month friend level,Crime,2019,TV-MA,90 min,United States,2017-08-02,Jason Miller,"Edgar Thomas, Mr. Eric Finley PhD, David Martinez",Hindi,Movie,5.7,,"family, sci-fi",493706,0,18911950,2
s0968,Force series,Thriller,2022,TV-MA,90 min,Canada,2022-08-14,Jason Pierce,"Christopher Smith DDS, Jeffrey Allen, Thomas Hunter",English,Movie,5.3,,"crime, based on true story",909921,0,16375153,8
s0969,Five treatment,Documentary,2018,TV-14,4 Seasons,United States,2025-02-16,Daniel Smith,"Elizabeth Watson, Justin Mitchell, Miss Miranda Morse",French,Movie,6,,"romance, sci-fi",147476,1,16342771,5
s0970,Beyond see,Comedy,2020,R,1 Season,United Kingdom,2017-08-28,Dale Moore,"Stacie Garcia, John Knight, Robert Brooks",Spanish,TV Show,6.3,8,"crime, romance",479402,1,2118615,4
s0971,Above catch,Thriller,2008,R,2 Seasons,Germany,2022-06-27,Amanda Murphy,"Danielle Henderson, Steven Mitchell, Tiffany Taylor",Hindi,Movie,5.3,,"dark comedy, teen drama",967440,1,15218935,10
s0972,Wind near,Horror,2007,TV-PG,2 Seasons,Germany,2021-02-25,Russell Hill,"Jesus Wilkerson, Katrina Conley, Travis Thompson",German,Movie,8.6,,"based on true story, thriller",257504,1,11261603,9
s0973,Yard building race,Thriller,2000,TV-MA,120 min,India,2019-01-07,Eric Rodriguez,"Candace Price MD, Ariel Livingston, Meagan Evans",German,Movie,6.2,,"based on true story, thriller",187851,1,1441622,3
s0974,Former woman,Horror,2020,TV-PG,3 Seasons,Canada,2016-05-04,Dalton Clark,"Sandra Brown, Amber Humphrey, Samantha Morrison",English,TV Show,7.5,1,"dark comedy, action-packed",956131,1,7941114,1
s0975,Finish evening,Horror,2017,PG-13,2 Seasons,United States,2021-10-27,William Thomas,"Emma Burns, Jose Fernandez, Eduardo Newman",Spanish,Movie,6.1,,"thriller, romance",857883,0,8475141,5
s0976,South shake page,Documentary,2013,TV-PG,90 min,Canada,2022-06-27,Renee Young,"Brad Adams, Thomas Torres, Katrina Conley",Spanish,TV Show,8.4,2,"based on true story, romance",451469,0,4726250,1
s0977,Dark own,Thriller,2007,TV-MA,2 Seasons,Canada,2015-10-11,Richard Hill,"Amy Moore, Miss Tammy Miller, Mr. Sean Donaldson",German,Movie,4.3,,"crime, teen drama",789711,1,4223718,11
s0978,Meeting trip,Sci-Fi,2002,TV-MA,120 min,Spain,2021-10-28,Andrew Turner Jr.,"Shelly Brown, Justin Mitchell, Mr. David Robinson",Korean,TV Show,9,7,"romance, dark comedy",979630,0,14503716,9
s0979,Measure past,Drama,2003,TV-MA,120 min,Germany,2021-09-13,Taylor Williams,"Samuel Roberts, Erik Sanders, Bailey Owens",French,TV Show,7,9,"action-packed, thriller",19268,1,7442640,8
s0980,Cost beautiful,Action,2016,PG-13,120 min,India,2023-08-18,Martha White,"Marcia Thomas MD, Christopher Knox, Lauren Harrell",Hindi,TV Show,4.2,16,"thriller, teen drama",497816,0,855277,6
s0981,Peace blood,Drama,2001,R,2 Seasons,United States,2016-06-26,Donna White,"Jacqueline Murray, Alicia Solomon, Larry Mayo",Japanese,TV Show,9,19,"crime, based on true story",72833,1,11256122,5
s0982,Player center rather,Documentary,2014,PG-13,2 Seasons,United Kingdom,2021-07-05,Taylor Williams,"Danielle Mcintyre, Marcia Thomas MD, Dalton Doyle",English,TV Show,7.1,12,"dark comedy, based on true story",658669,1,18606361,11
s0983,Dinner great,Thriller,2008,R,120 min,Germany,2019-01-25,Casey Hernandez,"Linda Cross, Scott Rodriguez, Mark Thompson",Hindi,Movie,5.4,,"crime, sci-fi",981156,0,13595809,3
s0984,Central special sense,Documentary,2021,PG-13,4 Seasons,United Kingdom,2018-07-26,Andrew Turner Jr.,"Cheryl Jennings, Mary Bass, Michael Turner",German,TV Show,5.1,16,"action-packed, teen drama",629312,1,2920303,5
